,Titulo,Tipo,Nuevo,Ubicacion,Precio,Precio en,total inmueble (m2),techado (m2),habitaciones,baños,parqueaderos
538,"¡TU HOGAR TE ESPERA! Apartamento de 2 alcobas en Ciudadela ""Monteazul"" ",apartamento,True,"Tres Esquinas, Sabaneta, Sabaneta, Antioquia",401,millones,68.0,61.0,2.0,2.0,
539,Alejandría Vintage: Hermoso apartamento cerca a todo en Bogotá,apartamento,True,"Sotavento, Bogotá, Bogota",585,millones,76.0,76.0,3.0,2.0,1.0
540,Apartamento con amplios espacios cerca a centros comerciales en Suba,apartamento,True,"Sotavento, Bogotá, Bogota",599,millones,82.0,73.0,3.0,2.0,1.0
541,Bello apartamento campestre cerca a la Plaza Fabricato en Bosque Alto,apartamento,True,"Bello, Bello, Antioquia",315,millones,65.0,59.0,3.0,2.0,1.0
542,"¡Muttuo, la belleza de la arquitectura con la naturaleza! Apartamento en el barrio Nogal, Bogotá.",apartamento,True,"El Lago, Chapinero, Bogotá, Cundinamarca",238,millones,22.0,18.0,1.0,2.0,
543,"¡Excelente diseño arquitectónico! Apartamento de 1 dormitorio en proyecto ""Gratitud II"", Bosa.",apartamento,True,"Bosa, Bogotá, Cundinamarca",151,millones,41.0,38.0,2.0,1.0,
544,Apartamento con balcón frente a centro comercial en el Valle de Aburrá,apartamento,True,"Bello, Valle de Aburrá, Antioquia",250,millones,61.0,55.0,2.0,2.0,
545,"Sector La Felicidad: Apartamento de 73m2 con vista exterior, “Los Pinos”",apartamento,True,"La Felicidad, Fontibón, Bogotá, Cundinamarca",550,millones,73.0,64.0,2.0,2.0,
546,"¡IMPECABLE! Apartamento en la mejor zona de Bogotá, ""TORRES DE SAN RAFAEL II""",apartamento,True,"san Cristóbal sur , Bogotá, Bogotá, Cundinamarca",140,millones,32.0,28.0,1.0,1.0,
547,Se vende apartamento en la zona campestre más exclusiva de Bello,apartamento,True,"Bello, Bello, Antioquia",368,millones,88.0,81.0,3.0,2.0,1.0
548,"Apartamento en Oceana, un increíble conjunto con 4 piscinas en Bello",apartamento,True,"Bello, Valle de Aburrá, Antioquia",365,millones,79.0,73.0,3.0,2.0,
549,Apartamento de 98 m² en condominio con las mejores áreas comunes en Envigado. ,apartamento,True,"Loma de Las Brujas - Calle de la Rioja, Envigado, Envigado, Antioquia",641,millones,98.0,79.0,3.0,2.0,
550,"Envigado: Hermosa casa de 2 pisos con jardín y terraza en conjunto cerrado ""Loira""",apartamento,True,"San Lucas, Envigado, Envigado, Antioquia",1238,millones,167.0,159.0,3.0,3.0,1.0
551,Tenemos lo que buscabas: Apartamento con balcón en Barrio Chicó,apartamento,True,"Chicó , Chapinero, Bogotá, Cundinamarca",716,millones,77.0,77.0,2.0,2.0,2.0
552,Vendo casa en La Reforma T.P,apartamento,True,"Pance \ Comuna 22, Cali, Cali, Valle del Cauca",430,millones,372.0,98.0,2.0,2.0,1.0
553,"¡Linda vista! Apartamento con balcón en proyecto ""Hacienda Niquía"", Antioquía. ",apartamento,True,"Niquia, Bello, Bello, Antioquia",409,millones,95.0,87.0,3.0,2.0,
554,Apartamento con 2 alcobas en la exclusiva zona de la Quinta de Camacho,apartamento,True,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",384,millones,43.0,40.0,2.0,1.0,
555,Excelente apartamento de 73.94m2 con vista a la naturaleza en Sabaneta ,apartamento,True,"La Doctora, Sabaneta, Sabaneta, Antioquia",394,millones,73.0,62.0,,,1.0
556,"Disfruta de todo en un solo espacio: Apartamento en ""Latitud26"", Quinta Paredes.",apartamento,True,"Quinta Paredes, Teusaquillo, Bogotá, Cundinamarca",187,millones,23.0,23.0,1.0,1.0,
557,"Apartamento en urbanización con lindas amenidades ""Hacienda Niquía"", Antioquía. ",apartamento,True,"Niquia, Bello, Bello, Antioquia",234,millones,53.0,48.0,2.0,2.0,
558,En Sabaneta: Amplio apartamento en hermosa residencial temática con torre Eiffel,apartamento,True,"Sabaneta, Sabaneta, Antioquia",408,millones,64.0,64.0,2.0,2.0,
559,Proyecto “La Reserva”: Apartamento Flat de 120m2 en La Felicidad,apartamento,True,"La Felicidad, Fontibón, Bogotá, Cundinamarca",1031,millones,120.0,110.0,3.0,2.0,
560,Apartamento de 78.45m2 en ubicación estratégica de Sotavento,apartamento,True,"Sotavento, Bogotá, Bogota",546,millones,78.0,70.0,3.0,2.0,1.0
561,"Elegante apartamento de 2 alcobas en “Portal 40”, Chapinero",apartamento,True,"Chapinero Central, Bogotá, Bogota",389,millones,63.0,63.0,2.0,2.0,
562,Elegante proyecto “ORIENTAL TOWNHOUSES”: Apartamento de 231m2 en Santa Ana Oriental,apartamento,True,"Santa Ana Oriental, Usaquén, Bogotá, Cundinamarca",3265,millones,231.0,194.0,3.0,3.0,
563,Suramérica Park: Apartamento de 3 alcobas en Itagüí.,apartamento,True,"Suramerica, Itagui, Itagüí, Antioquia",520,millones,97.0,83.0,3.0,2.0,
564,Alameda San Diego: Departamento en excelente zona de Gran Granada,apartamento,True,"Gran Granada, Engativá, Bogotá, Cundinamarca",355,millones,72.0,63.0,3.0,2.0,
565,Proyecto “Los Cerros”: Apartamento de 131m2 con vista exterior ¡Enriquece tu estilo de vida!,apartamento,True,"Fontibón, Bogotá, Cundinamarca",889,millones,131.0,118.0,3.0,2.0,
566,Comodidad y tranquilidad en la mejor zona del barrio Chicó,apartamento,True,"Chicó , Chapinero, Bogotá, Cundinamarca",1191,millones,125.0,117.0,3.0,2.0,2.0
567,"""Atenas"", Apartamento de 68m2 en edificio con la mejor vista panorámica de Manizales. ",apartamento,True,"Villamaría , Manizales, Manizales, Caldas",279,millones,68.0,68.0,3.0,2.0,
568,Último Apartamento Penthouse en la mejor zona de La Cabrera ,apartamento,True,"La Cabrera, Chapinero, Bogotá, Cundinamarca",3211,millones,337.0,244.0,3.0,3.0,4.0
569,Apartamento con amplio balcón cerca a parques y centro comercial en Sabaneta ,apartamento,True,"La Doctora, Sabaneta, Sabaneta, Antioquia",383,millones,73.0,68.0,3.0,2.0,1.0
570,Amplio apartamento con 2 alcobas en zona exclusiva de Antioquia ,apartamento,True,"Bello, Bello, Antioquia",327,millones,64.0,57.0,2.0,2.0,1.0
571,¡Diseño único! Apartamento de 113m2 en proyecto “Los Cerros” ,apartamento,True,"Fontibón, Bogotá, Cundinamarca",750,millones,113.0,102.0,3.0,2.0,
572,"Vive natural, vive en proyecto La Argentina, Apartamento de 71m2 en Vía El Guarzo",apartamento,True,"El Retiro, Retiro, Antioquia",538,millones,71.0,71.0,2.0,2.0,
573,Amplio apartamento de 3 dormitorios con amplio balcón en Ciudad del Río,apartamento,True,"Medellín, Medellín, Antioquia",721,millones,103.0,94.0,3.0,2.0,2.0
574,"Nuevo proyecto Alameda de San Diego, elegante departamento en Gran Granada",apartamento,True,"Gran Granada, Engativá, Bogotá, Cundinamarca",358,millones,77.0,64.0,3.0,2.0,
575,"Apartamento funcional con mezzanine en Latitud 58°, Chapinero. ",apartamento,True,"Chapinero Central, Bogotá, Bogota",159,millones,17.0,15.0,1.0,1.0,
576,"En venta Apartamento de 25,60 m2 en Chapinero - Bogotá",apartamento,False,"Chapinero, Bogotá, Cundinamarca",193,millones,25.0,25.0,1.0,1.0,
577,Apartamento en venta en Anillo Vial - Cartagena,apartamento,False,"Anillo Vial, Cartagena de Indias, Cartagena, Bolívar",435,millones,,111.0,2.0,2.0,
578,Apartamento con Terraza en venta en Cajicá,apartamento,False,"Cajicá, Cajicá, Cajicá, Cundinamarca",540,millones,,112.0,3.0,3.0,2.0
579,Apartamento moderno en venta rentando en La Macarena/Bosque Izquierdo,apartamento,False,"La Macarena, Santa Fe, Bogotá, Cundinamarca",665,millones,,92.0,2.0,3.0,2.0
580,Apartamento Patio Bonito en venta,apartamento,False,"Patio Bonito, Medellín, Medellín, Antioquia",1200,millones,400.0,250.0,4.0,4.0,4.0
581,Apartamento en Venta en Bocagrande,apartamento,False,"Bocagrande, Cartagena de Indias, Cartagena, Bolívar",2700,millones,,292.0,3.0,5.0,2.0
582,Proyecto para inversion en venta en Medellin,apartamento,False,"Patio Bonito, Medellín, Medellín, Antioquia",920,millones,,,,,
583,Apartamento con terraza en Venta en Cartagena,apartamento,False,"Zona Norte, Cartagena de Indias, Cartagena, Bolívar",499,millones,,134.0,2.0,2.0,1.0
584,Casa en Venta en la Calera Arboretto,apartamento,False,"La Calera, La Calera, Cundinamarca",2650,millones,1600.0,348.0,5.0,5.0,3.0
585,Apartamento en venta en Morros Cartagena (3),apartamento,False,"Morros Cartagena, Cartagena de Indias, Cartagena, Bolívar",490,millones,,80.0,1.0,2.0,
586,Apartamento con Terraza en Venta en La Cabrera,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",5270,millones,,560.0,3.0,3.0,4.0
587,Venta Apartamento Rincon del Chico 127 mts ,apartamento,False,"Rincon Del Chico, Usaquén, Bogotá, Cundinamarca",750,millones,127.0,127.0,3.0,2.0,2.0
588,Bogotá VENTA APARTAMENTO LOS ROSALES,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1800,millones,280.0,280.0,3.0,5.0,3.0
589,Bogotá Venta de Apartamento en Cabrera ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",966,millones,138.0,138.0,4.0,3.0,2.0
590,Apartamento en venta en La Cabrera ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",3000,millones,,282.0,3.0,4.0,3.0
591,Venta Apartamento en el Refugio 202 mts ,apartamento,False,"Refugio, Chapinero, Bogotá, Cundinamarca",2200,millones,202.0,202.0,3.0,3.0,2.0
592,"Apartamento en venta en Los Andes Norte, Suba.",apartamento,False,"Andes Norte, Suba, Bogotá, Cundinamarca",254,millones,,,1.0,2.0,
593,Apartamento en Venta en Pasadena,apartamento,False,"Pacande, Suba, Bogotá, Cundinamarca",450,millones,71.0,71.0,2.0,2.0,2.0
594,"Apartamento en Venta en Sabana de Tibabuyes, Suba",apartamento,False,"Sabana De Tibabuyes, Suba, Bogotá, Cundinamarca",141,millones,,,2.0,1.0,
595,Venta Apartamento en La Cabrera 238 mts ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",2023,millones,238.0,238.0,3.0,5.0,2.0
596,Venta y Arriendo Apartamento El Refugio - 2905980,apartamento,False,"Refugio, Chapinero, Bogotá, Cundinamarca",2915,millones,266.0,266.0,4.0,4.0,3.0
597,Apartamento en Venta en San Patricio 170 m2,apartamento,False,"San Patricio, Usaquén, Bogotá, Cundinamarca",900,millones,,170.0,4.0,5.0,2.0
598,Venta Apartamento Cabrera 260 mts ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",2100,millones,260.0,260.0,3.0,6.0,3.0
599,VENTA APTO SANTA BARBARA CENTRAL BOGOTA 82 MTS,apartamento,False,"Santa Barbara Central , Usaquén, Bogotá, Cundinamarca",400,millones,,82.0,2.0,2.0,1.0
600,Venta Apartamento Gran Granada Bogotá,apartamento,False,"Gran Granada, Engativá, Bogotá, Cundinamarca",245,millones,,51.0,2.0,2.0,1.0
601,"APARTAMENTO VENTA BELLA SUIZA BALCON, BOGOTA",apartamento,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",750,millones,108.0,117.0,3.0,3.0,2.0
602,Apartamento recien remodelado de 44 m² en Bogotá.,apartamento,False,"Chapinero, Bogotá, Cundinamarca",267,millones,44.0,44.0,1.0,1.0,1.0
603,"BOGOTA, VENTA APARTAMENTO BOSQUE MEDINA 193 MTS",apartamento,False,"Bosque De Medina, Usaquén, Bogotá, Cundinamarca",998,millones,,193.0,3.0,5.0,2.0
604,APTO PARA ESTRENAR SANTA BAR. ALTA,apartamento,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",3029,millones,246.0,,3.0,4.0,3.0
605,Apartamento en venta o arriendo en Santa Paula ,apartamento,False,"Santa Paula, Usaquén, Bogotá, Cundinamarca",565,millones,,119.0,3.0,3.0,2.0
606,Apartamento en venta en Unicentro,apartamento,False,"Unicentro, Usaquén, Bogotá, Cundinamarca",1050,millones,,171.0,2.0,4.0,2.0
607,"APARTAMENTO VENTA ROSALES, BOGOTA T.",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",830,millones,106.0,106.0,2.0,2.0,2.0
608,"Apartamento para la venta en Rosales, Bogotá ",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1790,millones,,,4.0,5.0,3.0
609,"BOGOTA, VENDO APTO REMODELADO CABRERA BOGOTA",apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",2200,millones,244.0,244.0,3.0,4.0,2.0
610,Apartamento  Venta REMODELADO  en Santa Bárbara Buganvilla 180 m2,apartamento,False,"Santa Bárbara Central, Usaquén, Bogotá, Cundinamarca",950,millones,,180.0,3.0,4.0,2.0
611,Apartamento en venta en Salitre,apartamento,False,"Salitre, Teusaquillo, Bogotá, Cundinamarca",2300,millones,,240.0,4.0,5.0,2.0
612,Venta Apartamento en la Carolina 175 mts ,apartamento,False,"La Carolina, Usaquén, Bogotá, Cundinamarca",1300,millones,175.0,,3.0,3.0,2.0
613,"APARTAMENTO VENTA CHICÓ, BOGOTÁ",apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",890,millones,156.0,156.0,3.0,3.0,2.0
614,Apartamento con terraza en venta en Chapinero Alto ,apartamento,False,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",3000,millones,,298.0,4.0,4.0,4.0
615,Venta o Arriendo - Apartamento - La Calleja,apartamento,False,"La Calleja, Usaquén, Bogotá, Cundinamarca",820,millones,102.0,102.0,2.0,3.0,2.0
616,Duplex Rosales ,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",830,millones,,83.0,1.0,2.0,2.0
617,VENTA DE APARTAMENTO EN  MAZUREN PORTAL VERSALLES,apartamento,False,"Mazurén , Suba, Bogotá, Cundinamarca",350,millones,68.0,68.0,3.0,2.0,1.0
618,Apartamento con Terraza en Venta en Chico Reservado,apartamento,False,"Chico Reservado, Chapinero, Bogotá, Cundinamarca",2600,millones,,360.0,4.0,5.0,3.0
619,"Las Mercedes - Apartamento en Venta en El Rolin, Usaquén.",apartamento,False,"El Rolin, Usaquén, Bogotá, Cundinamarca",172,millones,,,3.0,1.0,
620,"APARTAMENTO VENTA ROSALES REMODELAR, BOGOTA",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",680,millones,124.0,124.0,3.0,3.0,2.0
621,Venta Apartamento Rosales 153 mts ,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1697,millones,153.0,,3.0,4.0,3.0
622,"BOGOTA, VENDO APARTAMENTO EN CHICO ALTO, 404 MTS ",apartamento,False,"Chico Alto, Chapinero, Bogotá, Cundinamarca",2900,millones,,404.0,4.0,4.0,4.0
623,Venta - Apartamento - Pasadena,apartamento,False,"Pasadena, Suba, Bogotá, Cundinamarca",650,millones,116.0,116.0,2.0,4.0,2.0
624,VENTA APTO DUPLEX PENT HOUSE CHICO 179 MTS ,apartamento,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",1300,millones,,179.0,4.0,6.0,2.0
625,"Bogota, Venta Apartamento en Rosales 200 mts ",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1430,millones,200.0,200.0,3.0,3.0,2.0
626,"APARTAMENTO EXTERIOR EN VENTA, MOLINOS NORTE - BOGOTÁ",apartamento,False,"Molinos Norte, Usaquén, Bogotá, Cundinamarca",460,millones,,68.0,2.0,2.0,1.0
627,BOGOTA APTO EN VENTA CABRERA 372 MTS PARA REMODELAR ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",2850,millones,,372.0,4.0,5.0,3.0
628,"BOGOTA, VENDO APARTAMENTO EN CHICO ALTO, 276 MTS ",apartamento,False,"Chico Alto, Chapinero, Bogotá, Cundinamarca",1656,millones,,276.0,4.0,5.0,2.0
629,"EN VENTA MODERNO APARTAMENTO DÚPLEX, BELLA SUIZA - BOGOTÁ",apartamento,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",970,millones,,145.0,3.0,3.0,2.0
630,APARTAMENTO PISO ALTO EN VENTA - CHICÓ MUSEO,apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",3594,millones,,215.0,3.0,4.0,3.0
631,APARTAMENTO EN VENTA - CHICO NAVARRA,apartamento,False,"Chico Navarra, Usaquén, Bogotá, Cundinamarca",890,millones,,135.0,3.0,4.0,2.0
632,"LUJOSO APARTAMENTO EN VENTA - LOS ROSALES, BOGOTÁ",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1680,millones,,203.0,3.0,4.0,3.0
633,Venta apartamento con terraza Chapinero alto,apartamento,False,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",405,millones,61.0,53.0,1.0,2.0,1.0
634,"Bogota, Venta Apartamento en Santa Paula 167 mts ",apartamento,False,"Santa Paula, Usaquén, Bogotá, Cundinamarca",1330,millones,167.0,167.0,2.0,4.0,2.0
635,Venta Apartamento Rosales 176 mts ,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1250,millones,176.0,176.0,3.0,4.0,3.0
636,Vendo Apto Rosales Bogota,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1700,millones,193.0,193.0,3.0,5.0,2.0
637,Bogota Venta Apartamento Cedritos 94 Mts,apartamento,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",515,millones,94.0,94.0,2.0,3.0,1.0
638,Bonito apartamento con terraza en Chapinero,apartamento,False,"Chapinero, Bogotá, Cundinamarca",749,millones,108.0,100.0,2.0,3.0,2.0
639,VENTA DE APARTAMENTO CLUB HOUSE ALEJANDRIA MEDITERRANEO,apartamento,False,"Mazurén , Suba, Bogotá, Cundinamarca",640,millones,106.0,106.0,3.0,2.0,2.0
640,Apartamento en venta en La Cabrera ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",1250,millones,,116.0,2.0,3.0,2.0
641,Apartamento en venta en Cedritos,apartamento,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",423,millones,104.0,104.0,3.0,2.0,1.0
642,Venta Apartamento en Rosales 140 mts ,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",1050,millones,140.0,140.0,2.0,2.0,
643,Apartamento en Venta en Virrey,apartamento,False,"Virrey, Chapinero, Bogotá, Cundinamarca",1600,millones,,142.0,2.0,2.0,2.0
644,Apto Dúplex Venta ¡Ideal inversionista! Chico Reservado 250 m2,apartamento,False,"Chicó Reservado, Chapinero, Bogotá, Cundinamarca",1950,millones,250.0,250.0,3.0,4.0,4.0
645,"BOGOTA, VENDO APARTAMENTO EN EL VIRREY, 172 MTS",apartamento,False,"Virrey, Chapinero, Bogotá, Cundinamarca",1350,millones,,172.0,3.0,4.0,3.0
646,VENTA APTO  SUBA TIBABUYES,apartamento,False,"Suba, Suba, Bogotá, Cundinamarca",170,millones,35.0,35.0,1.0,1.0,
647,VENTA APARTAMENTO CENTRO INTERNACIONAL BOGOTÁ,apartamento,False,"Teusaquillo, Teusaquillo, Bogotá, Cundinamarca",575,millones,,81.0,1.0,2.0,1.0
648,"Bogota,Venta Apartamento en la Carolina 355 mts ",apartamento,False,"La Carolina, Usaquén, Bogotá, Cundinamarca",1990,millones,355.0,355.0,4.0,5.0,3.0
649,Venta de Apartamento en Rosales,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",2175,millones,202.0,20258.0,3.0,4.0,3.0
650,venta apto cabrera,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",4411,millones,,519.0,,6.0,6.0
651,VENTA APARTAMENTO CHAPINERO 143 MTS,apartamento,False,"Chapinero, Chapinero, Bogotá, Cundinamarca",850,millones,,143.0,4.0,3.0,1.0
652,Venta Apartamento Bosque de Medina 220 mts,apartamento,False,"Bosque De Medina, Usaquén, Bogotá, Cundinamarca",1100,millones,220.0,,3.0,4.0,2.0
653,Venta Apartamento en conjunto Cerrado Reserva de Los Lagos,apartamento,False,"Los Lagartos, Suba, Bogotá, Cundinamarca",890,millones,153.0,153.0,3.0,4.0,2.0
654,Apartamento en venta en La Cabrera ,apartamento,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",565,millones,,70.0,2.0,2.0,1.0
655,BOGOTA VENTA APARTAMENTO CHICO 244 MTS,apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",2200,millones,244.0,244.0,3.0,3.0,2.0
656,Apartamento moderno en venta en Santa Paula ,apartamento,False,"Santa Paula, Usaquén, Bogotá, Cundinamarca",765,millones,,97.0,2.0,3.0,2.0
657,APARTAMENTO DÚPLEX EN VENTA - CHICO NORTE,apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",505,millones,72.0,,1.0,2.0,2.0
658,Apartamento en venta en Santa Barbara Central,apartamento,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",1190,millones,,240.0,,,
659,"Venta Apartamento en Chico, Área 120 mts",apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",750,millones,,128.0,2.0,4.0,2.0
660,Venta Apartamento Cedritos Bogota,apartamento,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",245,millones,,69.0,2.0,2.0,1.0
661,Apartamento duplex en venta con vista a El Virrey (3),apartamento,False,"Virrey, Chapinero, Bogotá, Cundinamarca",1300,millones,,98.0,2.0,3.0,
662,"APARTAMENTO VENTA EL RETIRO, BOGOTÁ T. ",apartamento,False,"El Retiro, Chapinero, Bogotá, Cundinamarca",3000,millones,290.0,290.0,3.0,4.0,3.0
663,Apartaestudio Venta :: 37 m² :: Chapinero Central :: $300 M,apartamento,False,"Chapinero Central, Chapinero, Bogotá, Cundinamarca",300,millones,37.0,37.0,1.0,1.0,
664,"Bogota, Venta Apartamento, San Patricio, 128 Mts con Balcón",apartamento,False,"San Patricio, Usaquén, Bogotá, Cundinamarca",680,millones,,128.0,2.0,4.0,2.0
665,Apartamento moderno con terraza en venta en Chicó ,apartamento,False,"Chico, Chapinero, Bogotá, Cundinamarca",3450,millones,,221.0,3.0,6.0,5.0
666,Venta Apartaestudio Chico Reservado 76 mts ,apartamento,False,"Chico Reservado, Chapinero, Bogotá, Cundinamarca",575,millones,76.0,76.0,1.0,2.0,2.0
667,Apartaestudio en Venta en San Patricio,apartamento,False,"San Patricio , Usaquén, Bogotá, Cundinamarca",417,millones,63.0,63.0,1.0,2.0,2.0
668,Venta Apartamento Nueva Autopista 3049947,apartamento,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",385,millones,104.0,104.0,3.0,3.0,1.0
669,Venta Apartamento en Barrio Britalia Norte,apartamento,False,"Britalia, Suba, Bogotá, Cundinamarca",325,millones,54.0,54.0,2.0,2.0,1.0
670,VENTA APARTA ESTUDIO SANTA BARBARA 52 MTS ,apartamento,False,"Santa Barbara, Usaquén, Bogotá, Cundinamarca",395,millones,52.0,,1.0,1.0,1.0
671,Apartamento Venta :: 130 m² :: Chicó Norte 3 :: $950 M,apartamento,False,"Chicó Norte 3, Chapinero, Bogotá, Cundinamarca",950,millones,130.0,130.0,2.0,3.0,2.0
672,Apartaestudio en venta rentando en San Patricio,apartamento,False,"San Patricio, Usaquén, Bogotá, Cundinamarca",420,millones,,65.0,1.0,2.0,2.0
673,Apto remodelado gratamira 130 mts,apartamento,False,"Gratamira , Suba, Bogotá, Cundinamarca",700,millones,130.0,130.0,3.0,3.0,2.0
674,SE VENDE APARTAMENTO EN BARRIO EL DORADO FLORIDABLANCA,apartamento,False,"Cañaveral, Floridablanca, Floridablanca, Santander",200,millones,71.0,71.0,3.0,2.0,1.0
675,Venta apto Chico-2312422,apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",700,millones,,66.0,1.0,2.0,2.0
676,Apartamento Moderno en venta en Los Rosales ,apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",640,millones,,60.0,1.0,2.0,2.0
677,Apartamento en venta en Santa Paula,apartamento,False,"Santa Paula, Usaquén, Bogotá, Cundinamarca",530,millones,,77.0,2.0,2.0,2.0
678,Venta o Arriendo Apartamento en Santa Barbara,apartamento,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",450,millones,97.0,97.0,3.0,3.0,2.0
679,Venta Apartamento en la Carolina 303 mts ,apartamento,False,"La Carolina, Usaquén, Bogotá, Cundinamarca",1200,millones,303.0,,3.0,2.0,2.0
680,VENTA APARTAMENTO BOGOTA LA CALLEJA,apartamento,False,"La Calleja, Usaquén, Bogotá, Cundinamarca",650,millones,123.0,123.0,3.0,3.0,2.0
681,Apartamento en venta en El Nogal,apartamento,False,"La Cabrera, Chapinero, Bogotá, Cundinamarca",1700,millones,,198.0,2.0,4.0,2.0
682,"Apartamento en Venta en La Esperanza Norte, Fontibón",apartamento,False,"La Esperanza Norte, Fontibón, Bogotá, Cundinamarca",482,millones,,,2.0,2.0,1.0
683,Apartamento en venta en Bella Suiza,apartamento,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",1800,millones,,231.0,3.0,5.0,3.0
684,Venta apartamento San Patricio con terraza,apartamento,False,"San Patricio , Usaquén, Bogotá, Cundinamarca",870,millones,198.0,125.0,2.0,3.0,2.0
685,"APARTAMENTO VENTA ROSALES, BOGOTA T.",apartamento,False,"Rosales, Chapinero, Bogotá, Cundinamarca",800,millones,110.0,110.0,2.0,2.0,2.0
686,"EN VENTA MODERNO APARTAMENTO PARA ESTRENAR,INTERIOR - EL CHICÓ ",apartamento,False,"Chicó , Chapinero, Bogotá, Cundinamarca",1330,millones,,96.0,2.0,3.0,2.0
687,VENDO APARTAESTUDIO PASADENA 53  MTS ,apartamento,False,"Pasadena, Suba, Bogotá, Cundinamarca",350,millones,,53.0,1.0,2.0,2.0
688,Apto refugio 205mts,apartamento,False,"Refugio, Chapinero, Bogotá, Cundinamarca",1750,millones,270.0,205.0,3.0,5.0,3.0
689,"Bogotá, Venta Apartamento en San Patricio 100 mts ",apartamento,False,"San Patricio, Usaquén, Bogotá, Cundinamarca",560,millones,100.0,100.0,2.0,4.0,2.0
